File created:	Thursday, July 17, 2025	2:22 PM
10.000000	786.000000	0.000000	104.000000
2.000000	1714.000000	0.000000	104.000000
9.000000	799.000000	0.000000	104.000000
10.000000	1707.000000	0.000000	104.000000
4.000000	754.000000	0.000000	104.000000
5.000000	1748.000000	0.000000	104.000000
5.000000	763.000000	0.000000	104.000000
4.000000	1743.000000	0.000000	104.000000
9.000000	769.000000	0.000000	104.000000
11.000000	1733.000000	0.000000	104.000000
1.000000	787.000000	0.000000	104.000000
12.000000	1716.000000	0.000000	104.000000
5.000000	798.000000	0.000000	104.000000
9.000000	1705.000000	0.000000	104.000000
9.000000	759.000000	0.000000	104.000000
7.000000	1743.000000	0.000000	104.000000
11.000000	768.000000	0.000000	104.000000
12.000000	1735.000000	0.000000	104.000000
10.000000	771.000000	0.000000	104.000000
10.000000	1732.000000	0.000000	104.000000
10.000000	778.000000	0.000000	104.000000
5.000000	1723.000000	0.000000	104.000000
6.000000	789.000000	0.000000	104.000000
1.000000	1715.000000	0.000000	104.000000
0.000000	795.000000	0.000000	104.000000
9.000000	1706.000000	0.000000	104.000000
9.000000	753.000000	0.000000	104.000000
8.000000	1752.000000	0.000000	104.000000
6.000000	756.000000	0.000000	104.000000
-1.000000	1744.000000	0.000000	104.000000
2.000000	774.000000	0.000000	104.000000
3.000000	1729.000000	0.000000	104.000000
8.000000	779.000000	0.000000	104.000000
5.000000	1723.000000	0.000000	104.000000
5.000000	786.000000	0.000000	104.000000
2.000000	1720.000000	0.000000	104.000000
2.000000	801.000000	0.000000	104.000000
3.000000	1700.000000	0.000000	104.000000
6.000000	762.000000	0.000000	104.000000
15.000000	1743.000000	0.000000	104.000000
15.000000	766.000000	0.000000	104.000000
0.000000	1739.000000	0.000000	104.000000
8.000000	777.000000	0.000000	104.000000
12.000000	1743.000000	0.000000	104.000000
9.000000	766.000000	0.000000	104.000000
5.000000	1721.000000	0.000000	104.000000
5.000000	793.000000	0.000000	104.000000
-1.000000	1709.000000	0.000000	104.000000
6.000000	801.000000	0.000000	104.000000
1.000000	1704.000000	0.000000	104.000000
5.000000	754.000000	0.000000	104.000000
8.000000	1762.000000	0.000000	104.000000
8.000000	800.000000	0.000000	104.000000
5.000000	1700.000000	0.000000	104.000000
4.000000	759.000000	0.000000	104.000000
0.000000	1745.000000	0.000000	104.000000
16.000000	769.000000	0.000000	104.000000
14.000000	1736.000000	0.000000	104.000000
13.000000	774.000000	0.000000	104.000000
5.000000	1732.000000	0.000000	104.000000
5.000000	772.000000	0.000000	104.000000
9.000000	1727.000000	0.000000	104.000000
17.000000	787.000000	0.000000	104.000000
9.000000	1716.000000	0.000000	104.000000
8.000000	797.000000	0.000000	104.000000
5.000000	1704.000000	0.000000	104.000000
5.000000	755.000000	0.000000	104.000000
-1.000000	1753.000000	0.000000	104.000000
5.000000	763.000000	0.000000	104.000000
5.000000	1738.000000	0.000000	104.000000
0.000000	779.000000	0.000000	104.000000
6.000000	1728.000000	0.000000	104.000000
6.000000	781.000000	0.000000	104.000000
6.000000	1724.000000	0.000000	104.000000
7.000000	785.000000	0.000000	104.000000
4.000000	1720.000000	0.000000	104.000000
2.000000	787.000000	0.000000	104.000000
1.000000	1715.000000	0.000000	104.000000
2.000000	795.000000	0.000000	104.000000
11.000000	1709.000000	0.000000	104.000000
11.000000	802.000000	0.000000	104.000000
6.000000	1705.000000	0.000000	104.000000
7.000000	758.000000	0.000000	104.000000
4.000000	1740.000000	0.000000	104.000000
9.000000	767.000000	0.000000	104.000000
7.000000	1735.000000	0.000000	104.000000
7.000000	772.000000	0.000000	104.000000
7.000000	1733.000000	0.000000	104.000000
5.000000	777.000000	0.000000	104.000000
7.000000	1727.000000	0.000000	104.000000
5.000000	787.000000	0.000000	104.000000
11.000000	1717.000000	0.000000	104.000000
11.000000	766.000000	0.000000	104.000000
7.000000	1736.000000	0.000000	104.000000
9.000000	771.000000	0.000000	104.000000
5.000000	1733.000000	0.000000	104.000000
2.000000	774.000000	0.000000	104.000000
5.000000	1728.000000	0.000000	104.000000
3.000000	788.000000	0.000000	104.000000
4.000000	1713.000000	0.000000	104.000000
1.000000	803.000000	0.000000	104.000000
2.000000	1700.000000	0.000000	104.000000
4.000000	759.000000	0.000000	104.000000
5.000000	1747.000000	0.000000	104.000000
8.000000	766.000000	0.000000	104.000000
1.000000	1736.000000	0.000000	104.000000
1.000000	777.000000	0.000000	104.000000
-2.000000	1724.000000	0.000000	104.000000
3.000000	793.000000	0.000000	104.000000
10.000000	1714.000000	0.000000	104.000000
6.000000	803.000000	0.000000	104.000000
11.000000	1696.000000	0.000000	104.000000
11.000000	762.000000	0.000000	104.000000
10.000000	1741.000000	0.000000	104.000000
7.000000	767.000000	0.000000	104.000000
6.000000	1737.000000	0.000000	104.000000
12.000000	773.000000	0.000000	104.000000
1.000000	1732.000000	0.000000	104.000000
5.000000	783.000000	0.000000	104.000000
6.000000	1720.000000	0.000000	104.000000
5.000000	793.000000	0.000000	104.000000
4.000000	1711.000000	0.000000	104.000000
9.000000	755.000000	0.000000	104.000000
6.000000	1748.000000	0.000000	104.000000
7.000000	761.000000	0.000000	104.000000
7.000000	1739.000000	0.000000	104.000000
7.000000	780.000000	0.000000	104.000000
11.000000	1725.000000	0.000000	104.000000
1.000000	785.000000	0.000000	104.000000
1.000000	1715.000000	0.000000	104.000000
5.000000	799.000000	0.000000	104.000000
5.000000	1705.000000	0.000000	104.000000
5.000000	759.000000	0.000000	104.000000
4.000000	1744.000000	0.000000	104.000000
13.000000	767.000000	0.000000	104.000000
20.000000	1735.000000	0.000000	104.000000
4.000000	776.000000	0.000000	104.000000
3.000000	1729.000000	0.000000	104.000000
3.000000	782.000000	0.000000	104.000000
1.000000	1718.000000	0.000000	104.000000
9.000000	797.000000	0.000000	104.000000
14.000000	1712.000000	0.000000	104.000000
7.000000	801.000000	0.000000	104.000000
5.000000	1695.000000	0.000000	104.000000
11.000000	765.000000	0.000000	104.000000
3.000000	1252.000000	0.000000	104.000000
3.000000	759.000000	0.000000	104.000000
4.000000	1735.000000	0.000000	104.000000
4.000000	778.000000	0.000000	104.000000
11.000000	1722.000000	0.000000	104.000000
5.000000	787.000000	0.000000	104.000000
6.000000	1717.000000	0.000000	104.000000
4.000000	795.000000	0.000000	104.000000
6.000000	1705.000000	0.000000	104.000000
6.000000	753.000000	0.000000	104.000000
7.000000	1752.000000	0.000000	104.000000
7.000000	759.000000	0.000000	104.000000
8.000000	1747.000000	0.000000	104.000000
7.000000	760.000000	0.000000	104.000000
10.000000	1742.000000	0.000000	104.000000
11.000000	767.000000	0.000000	104.000000
12.000000	1734.000000	0.000000	104.000000
12.000000	780.000000	0.000000	104.000000
4.000000	1722.000000	0.000000	104.000000
10.000000	786.000000	0.000000	104.000000
7.000000	1717.000000	0.000000	104.000000
1.000000	793.000000	0.000000	104.000000
3.000000	1708.000000	0.000000	104.000000
3.000000	759.000000	0.000000	104.000000
14.000000	1747.000000	0.000000	104.000000
0.000000	765.000000	0.000000	104.000000
11.000000	1739.000000	0.000000	104.000000
5.000000	774.000000	0.000000	104.000000
4.000000	1732.000000	0.000000	104.000000
3.000000	781.000000	0.000000	104.000000
8.000000	1720.000000	0.000000	104.000000
6.000000	787.000000	0.000000	104.000000
7.000000	1718.000000	0.000000	104.000000
1.000000	790.000000	0.000000	104.000000
7.000000	1711.000000	0.000000	104.000000
14.000000	801.000000	0.000000	104.000000
4.000000	1704.000000	0.000000	104.000000
4.000000	761.000000	0.000000	104.000000
4.000000	1737.000000	0.000000	104.000000
9.000000	775.000000	0.000000	104.000000
3.000000	1728.000000	0.000000	104.000000
6.000000	784.000000	0.000000	104.000000
7.000000	1716.000000	0.000000	104.000000
7.000000	794.000000	0.000000	104.000000
7.000000	1714.000000	0.000000	104.000000
9.000000	802.000000	0.000000	104.000000
0.000000	1700.000000	0.000000	104.000000
7.000000	757.000000	0.000000	104.000000
4.000000	1745.000000	0.000000	104.000000
4.000000	766.000000	0.000000	104.000000
6.000000	1736.000000	0.000000	104.000000
13.000000	781.000000	0.000000	104.000000
6.000000	1721.000000	0.000000	104.000000
6.000000	795.000000	0.000000	104.000000
5.000000	1706.000000	0.000000	104.000000
8.000000	754.000000	0.000000	104.000000
5.000000	1750.000000	0.000000	104.000000
5.000000	767.000000	0.000000	104.000000
1.000000	1735.000000	0.000000	104.000000
9.000000	774.000000	0.000000	104.000000
9.000000	1728.000000	0.000000	104.000000
11.000000	783.000000	0.000000	104.000000
8.000000	1719.000000	0.000000	104.000000
8.000000	789.000000	0.000000	104.000000
0.000000	1714.000000	0.000000	104.000000
8.000000	798.000000	0.000000	104.000000
11.000000	1707.000000	0.000000	104.000000
7.000000	755.000000	0.000000	104.000000
5.000000	1746.000000	0.000000	104.000000
5.000000	766.000000	0.000000	104.000000
11.000000	1737.000000	0.000000	104.000000
11.000000	776.000000	0.000000	104.000000
14.000000	1727.000000	0.000000	104.000000
11.000000	787.000000	0.000000	104.000000
9.000000	1721.000000	0.000000	104.000000
5.000000	795.000000	0.000000	104.000000
3.000000	1705.000000	0.000000	104.000000
3.000000	760.000000	0.000000	104.000000
6.000000	1744.000000	0.000000	104.000000
13.000000	769.000000	0.000000	104.000000
6.000000	1735.000000	0.000000	104.000000
0.000000	774.000000	0.000000	104.000000
7.000000	1729.000000	0.000000	104.000000
7.000000	787.000000	0.000000	104.000000
6.000000	1717.000000	0.000000	104.000000
3.000000	789.000000	0.000000	104.000000
8.000000	1712.000000	0.000000	104.000000
13.000000	804.000000	0.000000	104.000000
2.000000	1698.000000	0.000000	104.000000
2.000000	770.000000	0.000000	104.000000
11.000000	1736.000000	0.000000	104.000000
8.000000	771.000000	0.000000	104.000000
6.000000	1728.000000	0.000000	104.000000
8.000000	781.000000	0.000000	104.000000
4.000000	1719.000000	0.000000	104.000000
-4.000000	795.000000	0.000000	104.000000
4.000000	1710.000000	0.000000	104.000000
4.000000	756.000000	0.000000	104.000000
13.000000	1748.000000	0.000000	104.000000
3.000000	768.000000	0.000000	104.000000
11.000000	1736.000000	0.000000	104.000000
6.000000	777.000000	0.000000	104.000000
6.000000	1725.000000	0.000000	104.000000
6.000000	792.000000	0.000000	104.000000
9.000000	1710.000000	0.000000	104.000000
13.000000	802.000000	0.000000	104.000000
7.000000	1704.000000	0.000000	104.000000
6.000000	756.000000	0.000000	104.000000
4.000000	1746.000000	0.000000	104.000000
4.000000	766.000000	0.000000	104.000000
7.000000	1737.000000	0.000000	104.000000
11.000000	778.000000	0.000000	104.000000
8.000000	1727.000000	0.000000	104.000000
6.000000	783.000000	0.000000	104.000000
5.000000	1719.000000	0.000000	104.000000
3.000000	795.000000	0.000000	104.000000
5.000000	1711.000000	0.000000	104.000000
1.000000	802.000000	0.000000	104.000000
8.000000	1702.000000	0.000000	104.000000
10.000000	760.000000	0.000000	104.000000
8.000000	1741.000000	0.000000	104.000000
8.000000	770.000000	0.000000	104.000000
4.000000	1733.000000	0.000000	104.000000
4.000000	776.000000	0.000000	104.000000
1.000000	1726.000000	0.000000	104.000000
2.000000	784.000000	0.000000	104.000000
6.000000	1720.000000	0.000000	104.000000
6.000000	793.000000	0.000000	104.000000
3.000000	1708.000000	0.000000	104.000000
3.000000	805.000000	0.000000	104.000000
5.000000	1698.000000	0.000000	104.000000
7.000000	762.000000	0.000000	104.000000
6.000000	1746.000000	0.000000	104.000000
3.000000	769.000000	0.000000	104.000000
12.000000	1733.000000	0.000000	104.000000
12.000000	781.000000	0.000000	104.000000
4.000000	1721.000000	0.000000	104.000000
3.000000	789.000000	0.000000	104.000000
6.000000	1713.000000	0.000000	104.000000
7.000000	754.000000	0.000000	104.000000
7.000000	1748.000000	0.000000	104.000000
11.000000	765.000000	0.000000	104.000000
10.000000	1741.000000	0.000000	104.000000
10.000000	773.000000	0.000000	104.000000
10.000000	1729.000000	0.000000	104.000000
13.000000	779.000000	0.000000	104.000000
8.000000	1725.000000	0.000000	104.000000
8.000000	789.000000	0.000000	104.000000
6.000000	1711.000000	0.000000	104.000000
6.000000	793.000000	0.000000	104.000000
1.000000	1709.000000	0.000000	104.000000
3.000000	801.000000	0.000000	104.000000
6.000000	1702.000000	0.000000	104.000000
5.000000	757.000000	0.000000	104.000000
9.000000	1745.000000	0.000000	104.000000
9.000000	765.000000	0.000000	104.000000
9.000000	1737.000000	0.000000	104.000000
8.000000	773.000000	0.000000	104.000000
8.000000	1729.000000	0.000000	104.000000
12.000000	780.000000	0.000000	104.000000
5.000000	1724.000000	0.000000	104.000000
2.000000	783.000000	0.000000	104.000000
9.000000	1718.000000	0.000000	104.000000
9.000000	799.000000	0.000000	104.000000
3.000000	1702.000000	0.000000	104.000000
10.000000	763.000000	0.000000	104.000000
9.000000	1743.000000	0.000000	104.000000
7.000000	774.000000	0.000000	104.000000
3.000000	1728.000000	0.000000	104.000000
3.000000	783.000000	0.000000	104.000000
7.000000	1721.000000	0.000000	104.000000
4.000000	793.000000	0.000000	104.000000
9.000000	1710.000000	0.000000	104.000000
9.000000	803.000000	0.000000	104.000000
4.000000	1698.000000	0.000000	104.000000
4.000000	763.000000	0.000000	104.000000
9.000000	1738.000000	0.000000	104.000000
6.000000	778.000000	0.000000	104.000000
7.000000	1728.000000	0.000000	104.000000
2.000000	791.000000	0.000000	104.000000
16.000000	1711.000000	0.000000	104.000000
4.000000	802.000000	0.000000	104.000000
6.000000	1699.000000	0.000000	104.000000
6.000000	760.000000	0.000000	104.000000
11.000000	1744.000000	0.000000	104.000000
13.000000	767.000000	0.000000	104.000000
10.000000	1735.000000	0.000000	104.000000
5.000000	774.000000	0.000000	104.000000
6.000000	1729.000000	0.000000	104.000000
6.000000	777.000000	0.000000	104.000000
17.000000	1724.000000	0.000000	104.000000
6.000000	790.000000	0.000000	104.000000
9.000000	1713.000000	0.000000	104.000000
10.000000	797.000000	0.000000	104.000000
5.000000	1705.000000	0.000000	104.000000
5.000000	754.000000	0.000000	104.000000
9.000000	1757.000000	0.000000	104.000000
9.000000	798.000000	0.000000	104.000000
5.000000	1700.000000	0.000000	104.000000
12.000000	765.000000	0.000000	104.000000
11.000000	1737.000000	0.000000	104.000000
6.000000	774.000000	0.000000	104.000000
-1.000000	1729.000000	0.000000	104.000000
-1.000000	776.000000	0.000000	104.000000
8.000000	1728.000000	0.000000	104.000000
15.000000	781.000000	0.000000	104.000000
11.000000	1719.000000	0.000000	104.000000
12.000000	792.000000	0.000000	104.000000
6.000000	1712.000000	0.000000	104.000000
6.000000	798.000000	0.000000	104.000000
5.000000	1706.000000	0.000000	104.000000
13.000000	759.000000	0.000000	104.000000
8.000000	1745.000000	0.000000	104.000000
6.000000	766.000000	0.000000	104.000000
6.000000	1738.000000	0.000000	104.000000
6.000000	777.000000	0.000000	104.000000
11.000000	1725.000000	0.000000	104.000000
8.000000	789.000000	0.000000	104.000000
7.000000	1716.000000	0.000000	104.000000
4.000000	795.000000	0.000000	104.000000
3.000000	1706.000000	0.000000	104.000000
8.000000	803.000000	0.000000	104.000000
7.000000	1700.000000	0.000000	104.000000
1.000000	759.000000	0.000000	104.000000
3.000000	1748.000000	0.000000	104.000000
2.000000	761.000000	0.000000	104.000000
5.000000	1741.000000	0.000000	104.000000
6.000000	774.000000	0.000000	104.000000
12.000000	1727.000000	0.000000	104.000000
12.000000	783.000000	0.000000	104.000000
0.000000	1724.000000	0.000000	104.000000
7.000000	784.000000	0.000000	104.000000
10.000000	1716.000000	0.000000	104.000000
14.000000	794.000000	0.000000	104.000000
3.000000	1711.000000	0.000000	104.000000
3.000000	803.000000	0.000000	104.000000
14.000000	1700.000000	0.000000	104.000000
3.000000	764.000000	0.000000	104.000000
3.000000	1740.000000	0.000000	104.000000
5.000000	770.000000	0.000000	104.000000
9.000000	1733.000000	0.000000	104.000000
9.000000	777.000000	0.000000	104.000000
8.000000	1726.000000	0.000000	104.000000
1.000000	783.000000	0.000000	104.000000
16.000000	1723.000000	0.000000	104.000000
2.000000	791.000000	0.000000	104.000000
0.000000	1708.000000	0.000000	104.000000
7.000000	803.000000	0.000000	104.000000
4.000000	1704.000000	0.000000	104.000000
4.000000	755.000000	0.000000	104.000000
3.000000	1746.000000	0.000000	104.000000
7.000000	761.000000	0.000000	104.000000
6.000000	1741.000000	0.000000	104.000000
6.000000	775.000000	0.000000	104.000000
1.000000	1727.000000	0.000000	104.000000
1.000000	791.000000	0.000000	104.000000
9.000000	1715.000000	0.000000	104.000000
10.000000	792.000000	0.000000	104.000000
7.000000	1713.000000	0.000000	104.000000
7.000000	796.000000	0.000000	104.000000
5.000000	1708.000000	0.000000	104.000000
5.000000	757.000000	0.000000	104.000000
6.000000	1746.000000	0.000000	104.000000
5.000000	770.000000	0.000000	104.000000
8.000000	1735.000000	0.000000	104.000000
11.000000	778.000000	0.000000	104.000000
6.000000	1723.000000	0.000000	104.000000
12.000000	792.000000	0.000000	104.000000
1.000000	1716.000000	0.000000	104.000000
1.000000	794.000000	0.000000	104.000000
6.000000	1709.000000	0.000000	104.000000
6.000000	799.000000	0.000000	104.000000
4.000000	1705.000000	0.000000	104.000000
10.000000	761.000000	0.000000	104.000000
0.000000	1742.000000	0.000000	104.000000
0.000000	772.000000	0.000000	104.000000
4.000000	1735.000000	0.000000	104.000000
4.000000	777.000000	0.000000	104.000000
9.000000	1725.000000	0.000000	104.000000
5.000000	788.000000	0.000000	104.000000
11.000000	1713.000000	0.000000	104.000000
11.000000	794.000000	0.000000	104.000000
9.000000	1709.000000	0.000000	104.000000
7.000000	755.000000	0.000000	104.000000
6.000000	1751.000000	0.000000	104.000000
7.000000	759.000000	0.000000	104.000000
7.000000	1739.000000	0.000000	104.000000
6.000000	771.000000	0.000000	104.000000
7.000000	1732.000000	0.000000	104.000000
7.000000	777.000000	0.000000	104.000000
8.000000	1726.000000	0.000000	104.000000
8.000000	785.000000	0.000000	104.000000
2.000000	1717.000000	0.000000	104.000000
11.000000	796.000000	0.000000	104.000000
9.000000	1706.000000	0.000000	104.000000
9.000000	755.000000	0.000000	104.000000
1.000000	1754.000000	0.000000	104.000000
8.000000	762.000000	0.000000	104.000000
2.000000	1735.000000	0.000000	104.000000
8.000000	777.000000	0.000000	104.000000
-1.000000	1727.000000	0.000000	104.000000
-1.000000	791.000000	0.000000	104.000000
561.000000	1711.000000	0.000000	104.000000
3172.000000	755.000000	0.000000	104.000000
6308.000000	1750.000000	0.000000	104.000000
6322.000000	760.000000	0.000000	104.000000
6378.000000	1741.000000	0.000000	104.000000
6266.000000	765.000000	0.000000	104.000000
4924.000000	1738.000000	0.000000	104.000000
4924.000000	768.000000	0.000000	104.000000
-137.000000	1737.000000	0.000000	104.000000
1060.000000	782.000000	0.000000	104.000000
4008.000000	1724.000000	0.000000	104.000000
8000.000000	786.000000	0.000000	104.000000
3032.000000	1716.000000	0.000000	104.000000
3032.000000	791.000000	0.000000	104.000000
2716.000000	1713.000000	0.000000	104.000000
2686.000000	799.000000	0.000000	104.000000
2674.000000	1701.000000	0.000000	104.000000
2669.000000	763.000000	0.000000	104.000000
2668.000000	1738.000000	0.000000	104.000000
2668.000000	769.000000	0.000000	104.000000
2670.000000	1736.000000	0.000000	104.000000
2670.000000	775.000000	0.000000	104.000000
2663.000000	1728.000000	0.000000	104.000000
2666.000000	784.000000	0.000000	104.000000
2665.000000	1719.000000	0.000000	104.000000
2643.000000	794.000000	0.000000	104.000000
2613.000000	1711.000000	0.000000	104.000000
2602.000000	804.000000	0.000000	104.000000
2598.000000	1700.000000	0.000000	104.000000
2596.000000	759.000000	0.000000	104.000000
2599.000000	1742.000000	0.000000	104.000000
2598.000000	770.000000	0.000000	104.000000
2591.000000	1734.000000	0.000000	104.000000
2591.000000	780.000000	0.000000	104.000000
2584.000000	1723.000000	0.000000	104.000000
2578.000000	791.000000	0.000000	104.000000
2572.000000	1713.000000	0.000000	104.000000
2564.000000	801.000000	0.000000	104.000000
2546.000000	1702.000000	0.000000	104.000000
2546.000000	764.000000	0.000000	104.000000
2513.000000	1738.000000	0.000000	104.000000
2510.000000	777.000000	0.000000	104.000000
2502.000000	1727.000000	0.000000	104.000000
2506.000000	786.000000	0.000000	104.000000
2503.000000	1716.000000	0.000000	104.000000
2503.000000	795.000000	0.000000	104.000000
2493.000000	1709.000000	0.000000	104.000000
2488.000000	755.000000	0.000000	104.000000
2481.000000	1751.000000	0.000000	104.000000
2482.000000	765.000000	0.000000	104.000000
2490.000000	1740.000000	0.000000	104.000000
2845.000000	773.000000	0.000000	104.000000
-4255.000000	1726.000000	0.000000	104.000000
-4255.000000	787.000000	0.000000	104.000000
3203.000000	1718.000000	0.000000	104.000000
2335.000000	790.000000	0.000000	104.000000
-4721.000000	1714.000000	0.000000	104.000000
-6499.000000	795.000000	0.000000	104.000000
-5600.000000	1710.000000	0.000000	104.000000
-5600.000000	802.000000	0.000000	104.000000
-481.000000	1701.000000	0.000000	104.000000
-5826.000000	764.000000	0.000000	104.000000
-3219.000000	1743.000000	0.000000	104.000000
-5796.000000	776.000000	0.000000	104.000000
-3011.000000	1725.000000	0.000000	104.000000
-1911.000000	790.000000	0.000000	104.000000
-7623.000000	1714.000000	0.000000	104.000000
-7201.000000	795.000000	0.000000	104.000000
-7053.000000	1707.000000	0.000000	104.000000
-7084.000000	756.000000	0.000000	104.000000
-7016.000000	1749.000000	0.000000	104.000000
-6994.000000	768.000000	0.000000	104.000000
-6989.000000	1740.000000	0.000000	104.000000
-6989.000000	777.000000	0.000000	104.000000
-6979.000000	1724.000000	0.000000	104.000000
-6923.000000	794.000000	0.000000	104.000000
-6918.000000	1710.000000	0.000000	104.000000
-6941.000000	751.000000	0.000000	104.000000
-6912.000000	1752.000000	0.000000	104.000000
-6912.000000	762.000000	0.000000	104.000000
-6928.000000	1740.000000	0.000000	104.000000
-6884.000000	770.000000	0.000000	104.000000
-6945.000000	1733.000000	0.000000	104.000000
-6911.000000	783.000000	0.000000	104.000000
-6893.000000	1720.000000	0.000000	104.000000
-6896.000000	788.000000	0.000000	104.000000
-6903.000000	1717.000000	0.000000	104.000000
-6875.000000	794.000000	0.000000	104.000000
-6881.000000	1707.000000	0.000000	104.000000
-6824.000000	761.000000	0.000000	104.000000
-6875.000000	1745.000000	0.000000	104.000000
-6908.000000	773.000000	0.000000	104.000000
-6909.000000	1731.000000	0.000000	104.000000
-6909.000000	785.000000	0.000000	104.000000
-6930.000000	1718.000000	0.000000	104.000000
-6870.000000	800.000000	0.000000	104.000000
-6888.000000	1707.000000	0.000000	104.000000
-6909.000000	758.000000	0.000000	104.000000
-6903.000000	1746.000000	0.000000	104.000000
-6903.000000	771.000000	0.000000	104.000000
-6980.000000	1731.000000	0.000000	104.000000
-6886.000000	783.000000	0.000000	104.000000
-6924.000000	1720.000000	0.000000	104.000000
-6913.000000	795.000000	0.000000	104.000000
-6956.000000	1708.000000	0.000000	104.000000
-6963.000000	756.000000	0.000000	104.000000
-6977.000000	1745.000000	0.000000	104.000000
-6977.000000	762.000000	0.000000	104.000000
-7176.000000	1742.000000	0.000000	104.000000
-6990.000000	773.000000	0.000000	104.000000
-7008.000000	1734.000000	0.000000	104.000000
-7061.000000	781.000000	0.000000	104.000000
-7104.000000	1720.000000	0.000000	104.000000
-7104.000000	793.000000	0.000000	104.000000
-7056.000000	1710.000000	0.000000	104.000000
-7122.000000	802.000000	0.000000	104.000000
-7085.000000	1702.000000	0.000000	104.000000
-7196.000000	759.000000	0.000000	104.000000
-7191.000000	1744.000000	0.000000	104.000000
-7191.000000	766.000000	0.000000	104.000000
-7209.000000	1738.000000	0.000000	104.000000
-7229.000000	784.000000	0.000000	104.000000
-7278.000000	1721.000000	0.000000	104.000000
-7315.000000	786.000000	0.000000	104.000000
-7264.000000	1716.000000	0.000000	104.000000
-7304.000000	795.000000	0.000000	104.000000
-7425.000000	1709.000000	0.000000	104.000000
-7327.000000	802.000000	0.000000	104.000000
-7363.000000	1704.000000	0.000000	104.000000
-7376.000000	761.000000	0.000000	104.000000
-7441.000000	1739.000000	0.000000	104.000000
-7630.000000	774.000000	0.000000	104.000000
-7445.000000	1729.000000	0.000000	104.000000
-7445.000000	785.000000	0.000000	104.000000
-7476.000000	1720.000000	0.000000	104.000000
-7486.000000	793.000000	0.000000	104.000000
-7484.000000	1708.000000	0.000000	104.000000
-7492.000000	804.000000	0.000000	104.000000
-7606.000000	1697.000000	0.000000	104.000000
-7606.000000	765.000000	0.000000	104.000000
-7628.000000	1738.000000	0.000000	104.000000
