File created:	Tuesday, July 8, 2025	3:48 PM
4380.000000	1734.000000	150.000000	104.000000
4391.000000	774.000000	150.000000	104.000000
4381.000000	1729.000000	150.000000	104.000000
4388.000000	781.000000	150.000000	104.000000
4375.000000	1720.000000	150.000000	104.000000
4375.000000	795.000000	150.000000	104.000000
4371.000000	1708.000000	150.000000	104.000000
4369.000000	798.000000	150.000000	104.000000
4322.000000	1706.000000	150.000000	104.000000
4305.000000	754.000000	150.000000	104.000000
4327.000000	1749.000000	150.000000	104.000000
4327.000000	759.000000	150.000000	104.000000
4263.000000	1744.000000	150.000000	104.000000
4251.000000	765.000000	150.000000	104.000000
4255.000000	1736.000000	150.000000	104.000000
4215.000000	776.000000	150.000000	104.000000
4183.000000	1253.000000	150.000000	104.000000
4144.000000	754.000000	150.000000	104.000000
4954.000000	1722.000000	150.000000	104.000000
4555.000000	791.000000	150.000000	104.000000
4511.000000	1714.000000	150.000000	104.000000
4511.000000	798.000000	150.000000	104.000000
4439.000000	1708.000000	150.000000	104.000000
4440.000000	751.000000	150.000000	104.000000
4438.000000	1752.000000	150.000000	104.000000
4406.000000	762.000000	150.000000	104.000000
4380.000000	1743.000000	150.000000	104.000000
4357.000000	764.000000	150.000000	104.000000
4349.000000	1736.000000	150.000000	104.000000
4349.000000	774.000000	150.000000	104.000000
4277.000000	1730.000000	150.000000	104.000000
4272.000000	782.000000	150.000000	104.000000
4306.000000	1718.000000	150.000000	104.000000
4325.000000	792.000000	150.000000	104.000000
4248.000000	1713.000000	150.000000	104.000000
4248.000000	799.000000	150.000000	104.000000
4076.000000	1706.000000	150.000000	104.000000
4164.000000	754.000000	150.000000	104.000000
4159.000000	1749.000000	150.000000	104.000000
4196.000000	765.000000	150.000000	104.000000
4176.000000	1736.000000	150.000000	104.000000
4176.000000	774.000000	150.000000	104.000000
4276.000000	1731.000000	150.000000	104.000000
4390.000000	779.000000	150.000000	104.000000
4421.000000	1720.000000	150.000000	104.000000
4341.000000	786.000000	150.000000	104.000000
4446.000000	1718.000000	150.000000	104.000000
4441.000000	795.000000	150.000000	104.000000
4370.000000	1709.000000	150.000000	104.000000
4359.000000	794.000000	150.000000	104.000000
4418.000000	1710.000000	150.000000	104.000000
4374.000000	799.000000	150.000000	104.000000
4358.000000	1705.000000	150.000000	104.000000
4330.000000	761.000000	150.000000	104.000000
4437.000000	1742.000000	150.000000	104.000000
4437.000000	771.000000	150.000000	104.000000
4533.000000	1728.000000	150.000000	104.000000
4508.000000	784.000000	150.000000	104.000000
4529.000000	1717.000000	150.000000	104.000000
4583.000000	794.000000	150.000000	104.000000
4527.000000	1713.000000	150.000000	104.000000
4527.000000	800.000000	150.000000	104.000000
4536.000000	1702.000000	150.000000	104.000000
4599.000000	759.000000	150.000000	104.000000
4532.000000	1747.000000	150.000000	104.000000
4565.000000	762.000000	150.000000	104.000000
4539.000000	1744.000000	150.000000	104.000000
4615.000000	766.000000	150.000000	104.000000
4546.000000	1736.000000	150.000000	104.000000
4576.000000	774.000000	150.000000	104.000000
4604.000000	1731.000000	150.000000	104.000000
4718.000000	782.000000	150.000000	104.000000
4743.000000	1722.000000	150.000000	104.000000
4717.000000	787.000000	150.000000	104.000000
4704.000000	1713.000000	150.000000	104.000000
4704.000000	793.000000	150.000000	104.000000
4751.000000	1713.000000	150.000000	104.000000
4693.000000	798.000000	150.000000	104.000000
4691.000000	1705.000000	150.000000	104.000000
4797.000000	755.000000	150.000000	104.000000
4804.000000	1745.000000	150.000000	104.000000
4804.000000	766.000000	150.000000	104.000000
4638.000000	1738.000000	150.000000	104.000000
4668.000000	771.000000	150.000000	104.000000
4819.000000	1733.000000	150.000000	104.000000
4790.000000	774.000000	150.000000	104.000000
4753.000000	1727.000000	150.000000	104.000000
4753.000000	783.000000	150.000000	104.000000
4704.000000	1720.000000	150.000000	104.000000
4578.000000	786.000000	150.000000	104.000000
4628.000000	1713.000000	150.000000	104.000000
4583.000000	799.000000	150.000000	104.000000
4578.000000	1706.000000	150.000000	104.000000
4555.000000	753.000000	150.000000	104.000000
4573.000000	1748.000000	150.000000	104.000000
4573.000000	760.000000	150.000000	104.000000
4481.000000	1745.000000	150.000000	104.000000
4421.000000	765.000000	150.000000	104.000000
4423.000000	1737.000000	150.000000	104.000000
4432.000000	770.000000	150.000000	104.000000
4348.000000	1734.000000	150.000000	104.000000
4348.000000	774.000000	150.000000	104.000000
4287.000000	1731.000000	150.000000	104.000000
4355.000000	783.000000	150.000000	104.000000
4324.000000	1718.000000	150.000000	104.000000
4445.000000	790.000000	150.000000	104.000000
4843.000000	1712.000000	150.000000	104.000000
4843.000000	797.000000	150.000000	104.000000
5183.000000	1705.000000	150.000000	104.000000
5530.000000	802.000000	150.000000	104.000000
5855.000000	1706.000000	150.000000	104.000000
6078.000000	752.000000	150.000000	104.000000
6191.000000	1745.000000	150.000000	104.000000
6315.000000	765.000000	150.000000	104.000000
6371.000000	1737.000000	150.000000	104.000000
6371.000000	774.000000	150.000000	104.000000
6410.000000	1730.000000	150.000000	104.000000
6507.000000	778.000000	150.000000	104.000000
6474.000000	1724.000000	150.000000	104.000000
6348.000000	784.000000	150.000000	104.000000
6336.000000	1721.000000	150.000000	104.000000
6336.000000	789.000000	150.000000	104.000000
6304.000000	1254.000000	150.000000	104.000000
6261.000000	754.000000	150.000000	104.000000
6233.000000	1715.000000	150.000000	104.000000
6233.000000	792.000000	150.000000	104.000000
6198.000000	1713.000000	150.000000	104.000000
6162.000000	799.000000	150.000000	104.000000
6158.000000	1701.000000	150.000000	104.000000
6125.000000	762.000000	150.000000	104.000000
6014.000000	1740.000000	150.000000	104.000000
6014.000000	769.000000	150.000000	104.000000
5936.000000	1736.000000	150.000000	104.000000
5892.000000	774.000000	150.000000	104.000000
5821.000000	1729.000000	150.000000	104.000000
5815.000000	780.000000	150.000000	104.000000
5727.000000	1724.000000	150.000000	104.000000
5727.000000	789.000000	150.000000	104.000000
5549.000000	1710.000000	150.000000	104.000000
5531.000000	798.000000	150.000000	104.000000
5595.000000	1708.000000	150.000000	104.000000
5640.000000	752.000000	150.000000	104.000000
5630.000000	1749.000000	150.000000	104.000000
5616.000000	765.000000	150.000000	104.000000
5689.000000	1739.000000	150.000000	104.000000
5689.000000	781.000000	150.000000	104.000000
5674.000000	1723.000000	150.000000	104.000000
5684.000000	786.000000	150.000000	104.000000
5711.000000	1713.000000	150.000000	104.000000
5702.000000	795.000000	150.000000	104.000000
5670.000000	1710.000000	150.000000	104.000000
5670.000000	800.000000	150.000000	104.000000
5707.000000	1702.000000	150.000000	104.000000
5714.000000	758.000000	150.000000	104.000000
5708.000000	1745.000000	150.000000	104.000000
5685.000000	768.000000	150.000000	104.000000
5734.000000	1736.000000	150.000000	104.000000
5734.000000	771.000000	150.000000	104.000000
5769.000000	1729.000000	150.000000	104.000000
5713.000000	778.000000	150.000000	104.000000
5739.000000	1724.000000	150.000000	104.000000
5741.000000	783.000000	150.000000	104.000000
5732.000000	1721.000000	150.000000	104.000000
5687.000000	788.000000	150.000000	104.000000
5726.000000	1713.000000	150.000000	104.000000
5726.000000	794.000000	150.000000	104.000000
5695.000000	1709.000000	150.000000	104.000000
5669.000000	752.000000	150.000000	104.000000
5751.000000	1755.000000	150.000000	104.000000
5686.000000	754.000000	150.000000	104.000000
5675.000000	1752.000000	150.000000	104.000000
5675.000000	758.000000	150.000000	104.000000
5692.000000	1743.000000	150.000000	104.000000
5727.000000	766.000000	150.000000	104.000000
5704.000000	1742.000000	150.000000	104.000000
5685.000000	767.000000	150.000000	104.000000
5662.000000	1737.000000	150.000000	104.000000
5662.000000	771.000000	150.000000	104.000000
5685.000000	1733.000000	150.000000	104.000000
5680.000000	776.000000	150.000000	104.000000
5683.000000	1726.000000	150.000000	104.000000
5663.000000	784.000000	150.000000	104.000000
5636.000000	1720.000000	150.000000	104.000000
5706.000000	791.000000	150.000000	104.000000
5671.000000	1712.000000	150.000000	104.000000
5671.000000	797.000000	150.000000	104.000000
5681.000000	1704.000000	150.000000	104.000000
5693.000000	761.000000	150.000000	104.000000
5664.000000	1743.000000	150.000000	104.000000
5628.000000	765.000000	150.000000	104.000000
5631.000000	1739.000000	150.000000	104.000000
5631.000000	774.000000	150.000000	104.000000
5603.000000	1728.000000	150.000000	104.000000
5588.000000	780.000000	150.000000	104.000000
5603.000000	1724.000000	150.000000	104.000000
5619.000000	783.000000	150.000000	104.000000
5564.000000	1720.000000	150.000000	104.000000
5564.000000	789.000000	150.000000	104.000000
5530.000000	1714.000000	150.000000	104.000000
5536.000000	798.000000	150.000000	104.000000
5509.000000	1703.000000	150.000000	104.000000
5485.000000	759.000000	150.000000	104.000000
5552.000000	1742.000000	150.000000	104.000000
5508.000000	766.000000	150.000000	104.000000
5443.000000	1251.000000	150.000000	104.000000
5443.000000	758.000000	150.000000	104.000000
5430.000000	1736.000000	150.000000	104.000000
5430.000000	778.000000	150.000000	104.000000
5353.000000	1720.000000	150.000000	104.000000
5377.000000	795.000000	150.000000	104.000000
5376.000000	1707.000000	150.000000	104.000000
5375.000000	754.000000	150.000000	104.000000
5379.000000	1749.000000	150.000000	104.000000
5334.000000	758.000000	150.000000	104.000000
5306.000000	1744.000000	150.000000	104.000000
5306.000000	766.000000	150.000000	104.000000
5294.000000	1741.000000	150.000000	104.000000
5257.000000	766.000000	150.000000	104.000000
5234.000000	1253.000000	150.000000	104.000000
5255.000000	753.000000	150.000000	104.000000
5243.000000	1736.000000	150.000000	104.000000
5210.000000	780.000000	150.000000	104.000000
5205.000000	1720.000000	150.000000	104.000000
5205.000000	790.000000	150.000000	104.000000
5176.000000	1717.000000	150.000000	104.000000
5130.000000	792.000000	150.000000	104.000000
5126.000000	1708.000000	150.000000	104.000000
5131.000000	758.000000	150.000000	104.000000
5089.000000	1746.000000	150.000000	104.000000
5078.000000	762.000000	150.000000	104.000000
5053.000000	1740.000000	150.000000	104.000000
5053.000000	769.000000	150.000000	104.000000
5007.000000	1736.000000	150.000000	104.000000
4971.000000	776.000000	150.000000	104.000000
4962.000000	1730.000000	150.000000	104.000000
4971.000000	780.000000	150.000000	104.000000
4892.000000	1724.000000	150.000000	104.000000
4892.000000	788.000000	150.000000	104.000000
4907.000000	1714.000000	150.000000	104.000000
4938.000000	795.000000	150.000000	104.000000
4926.000000	1706.000000	150.000000	104.000000
4908.000000	756.000000	150.000000	104.000000
4903.000000	1750.000000	150.000000	104.000000
4903.000000	757.000000	150.000000	104.000000
4864.000000	1744.000000	150.000000	104.000000
4842.000000	766.000000	150.000000	104.000000
4850.000000	1736.000000	150.000000	104.000000
4839.000000	775.000000	150.000000	104.000000
4814.000000	1724.000000	150.000000	104.000000
4771.000000	783.000000	150.000000	104.000000
4771.000000	1719.000000	150.000000	104.000000
4771.000000	787.000000	150.000000	104.000000
4784.000000	1715.000000	150.000000	104.000000
4784.000000	794.000000	150.000000	104.000000
4781.000000	1708.000000	150.000000	104.000000
4777.000000	803.000000	150.000000	104.000000
4723.000000	1700.000000	150.000000	104.000000
4723.000000	760.000000	150.000000	104.000000
4717.000000	1742.000000	150.000000	104.000000
4722.000000	765.000000	150.000000	104.000000
4694.000000	1737.000000	150.000000	104.000000
4679.000000	768.000000	150.000000	104.000000
4680.000000	1734.000000	150.000000	104.000000
4680.000000	773.000000	150.000000	104.000000
4634.000000	1727.000000	150.000000	104.000000
4617.000000	782.000000	150.000000	104.000000
4618.000000	1719.000000	150.000000	104.000000
4603.000000	793.000000	150.000000	104.000000
4569.000000	1709.000000	150.000000	104.000000
4551.000000	801.000000	150.000000	104.000000
4555.000000	1703.000000	150.000000	104.000000
4555.000000	758.000000	150.000000	104.000000
4492.000000	1746.000000	150.000000	104.000000
4462.000000	766.000000	150.000000	104.000000
4436.000000	1737.000000	150.000000	104.000000
4435.000000	771.000000	150.000000	104.000000
4367.000000	1732.000000	150.000000	104.000000
4367.000000	775.000000	150.000000	104.000000
4326.000000	1730.000000	150.000000	104.000000
4328.000000	782.000000	150.000000	104.000000
4311.000000	1721.000000	150.000000	104.000000
4283.000000	786.000000	150.000000	104.000000
4254.000000	1718.000000	150.000000	104.000000
4254.000000	795.000000	150.000000	104.000000
4240.000000	1706.000000	150.000000	104.000000
4210.000000	803.000000	150.000000	104.000000
4216.000000	1700.000000	150.000000	104.000000
4212.000000	763.000000	150.000000	104.000000
4213.000000	1741.000000	150.000000	104.000000
4178.000000	766.000000	150.000000	104.000000
4156.000000	1739.000000	150.000000	104.000000
4156.000000	771.000000	150.000000	104.000000
4137.000000	1733.000000	150.000000	104.000000
4133.000000	778.000000	150.000000	104.000000
4134.000000	1725.000000	150.000000	104.000000
4127.000000	780.000000	150.000000	104.000000
4105.000000	1722.000000	150.000000	104.000000
4105.000000	786.000000	150.000000	104.000000
4083.000000	1717.000000	150.000000	104.000000
4079.000000	796.000000	150.000000	104.000000
4074.000000	1705.000000	150.000000	104.000000
4064.000000	753.000000	150.000000	104.000000
4069.000000	1750.000000	150.000000	104.000000
4069.000000	761.000000	150.000000	104.000000
4032.000000	1743.000000	150.000000	104.000000
4021.000000	772.000000	150.000000	104.000000
4032.000000	1729.000000	150.000000	104.000000
4018.000000	788.000000	150.000000	104.000000
3995.000000	1717.000000	150.000000	104.000000
3977.000000	790.000000	150.000000	104.000000
3980.000000	1710.000000	150.000000	104.000000
3980.000000	794.000000	150.000000	104.000000
3948.000000	1712.000000	150.000000	104.000000
3935.000000	800.000000	150.000000	104.000000
3934.000000	1703.000000	150.000000	104.000000
3939.000000	758.000000	150.000000	104.000000
3913.000000	1743.000000	150.000000	104.000000
3913.000000	766.000000	150.000000	104.000000
3911.000000	1734.000000	150.000000	104.000000
3909.000000	778.000000	150.000000	104.000000
3894.000000	1727.000000	150.000000	104.000000
3881.000000	781.000000	150.000000	104.000000
3908.000000	1724.000000	150.000000	104.000000
3908.000000	788.000000	150.000000	104.000000
3876.000000	1713.000000	150.000000	104.000000
3861.000000	799.000000	150.000000	104.000000
3863.000000	1704.000000	150.000000	104.000000
3859.000000	757.000000	150.000000	104.000000
3843.000000	1745.000000	150.000000	104.000000
3848.000000	764.000000	150.000000	104.000000
3891.000000	1741.000000	150.000000	104.000000
3891.000000	774.000000	150.000000	104.000000
3852.000000	1725.000000	150.000000	104.000000
3855.000000	784.000000	150.000000	104.000000
3851.000000	1720.000000	150.000000	104.000000
3851.000000	789.000000	150.000000	104.000000
3606.000000	1252.000000	150.000000	104.000000
3606.000000	757.000000	150.000000	104.000000
3619.000000	1708.000000	150.000000	104.000000
3619.000000	801.000000	150.000000	104.000000
3605.000000	1704.000000	150.000000	104.000000
3606.000000	753.000000	150.000000	104.000000
3611.000000	1750.000000	150.000000	104.000000
3620.000000	757.000000	150.000000	104.000000
3617.000000	1746.000000	150.000000	104.000000
3607.000000	766.000000	150.000000	104.000000
3616.000000	1737.000000	150.000000	104.000000
3616.000000	774.000000	150.000000	104.000000
3614.000000	1728.000000	150.000000	104.000000
3609.000000	782.000000	150.000000	104.000000
3606.000000	1719.000000	150.000000	104.000000
3612.000000	791.000000	150.000000	104.000000
3615.000000	1716.000000	150.000000	104.000000
3615.000000	789.000000	150.000000	104.000000
3604.000000	1713.000000	150.000000	104.000000
3616.000000	794.000000	150.000000	104.000000
3621.000000	1706.000000	150.000000	104.000000
3616.000000	802.000000	150.000000	104.000000
3606.000000	1703.000000	150.000000	104.000000
3604.000000	757.000000	150.000000	104.000000
3621.000000	1742.000000	150.000000	104.000000
3621.000000	765.000000	150.000000	104.000000
3609.000000	1740.000000	150.000000	104.000000
3611.000000	773.000000	150.000000	104.000000
3615.000000	1729.000000	150.000000	104.000000
3627.000000	779.000000	150.000000	104.000000
3609.000000	1724.000000	150.000000	104.000000
3609.000000	791.000000	150.000000	104.000000
3622.000000	1712.000000	150.000000	104.000000
3621.000000	801.000000	150.000000	104.000000
3615.000000	1701.000000	150.000000	104.000000
3609.000000	756.000000	150.000000	104.000000
3618.000000	1748.000000	150.000000	104.000000
3618.000000	764.000000	150.000000	104.000000
3608.000000	1740.000000	150.000000	104.000000
3610.000000	771.000000	150.000000	104.000000
3621.000000	1731.000000	150.000000	104.000000
3622.000000	783.000000	150.000000	104.000000
3616.000000	1723.000000	150.000000	104.000000
3607.000000	788.000000	150.000000	104.000000
3622.000000	1714.000000	150.000000	104.000000
3615.000000	802.000000	150.000000	104.000000
3610.000000	1698.000000	150.000000	104.000000
3609.000000	763.000000	150.000000	104.000000
3620.000000	1743.000000	150.000000	104.000000
3623.000000	768.000000	150.000000	104.000000
3610.000000	1734.000000	150.000000	104.000000
3610.000000	775.000000	150.000000	104.000000
3628.000000	1727.000000	150.000000	104.000000
3615.000000	781.000000	150.000000	104.000000
3606.000000	1725.000000	150.000000	104.000000
3613.000000	786.000000	150.000000	104.000000
3618.000000	1714.000000	150.000000	104.000000
3618.000000	797.000000	150.000000	104.000000
3609.000000	1707.000000	150.000000	104.000000
3623.000000	797.000000	150.000000	104.000000
3623.000000	1707.000000	150.000000	104.000000
3614.000000	752.000000	150.000000	104.000000
3610.000000	1750.000000	150.000000	104.000000
3611.000000	760.000000	150.000000	104.000000
3618.000000	1743.000000	150.000000	104.000000
3618.000000	771.000000	150.000000	104.000000
3614.000000	1732.000000	150.000000	104.000000
3623.000000	777.000000	150.000000	104.000000
3624.000000	1726.000000	150.000000	104.000000
3612.000000	785.000000	150.000000	104.000000
3619.000000	1720.000000	150.000000	104.000000
3619.000000	792.000000	150.000000	104.000000
3622.000000	1710.000000	150.000000	104.000000
3612.000000	799.000000	150.000000	104.000000
3613.000000	1702.000000	150.000000	104.000000
3624.000000	758.000000	150.000000	104.000000
3615.000000	1746.000000	150.000000	104.000000
3615.000000	763.000000	150.000000	104.000000
3618.000000	1739.000000	150.000000	104.000000
3626.000000	772.000000	150.000000	104.000000
3620.000000	1733.000000	150.000000	104.000000
3615.000000	779.000000	150.000000	104.000000
3609.000000	1725.000000	150.000000	104.000000
3623.000000	787.000000	150.000000	104.000000
3614.000000	1714.000000	150.000000	104.000000
3611.000000	797.000000	150.000000	104.000000
3617.000000	1706.000000	150.000000	104.000000
3624.000000	754.000000	150.000000	104.000000
3620.000000	1748.000000	150.000000	104.000000
3614.000000	767.000000	150.000000	104.000000
3627.000000	1736.000000	150.000000	104.000000
3627.000000	771.000000	150.000000	104.000000
3617.000000	1729.000000	150.000000	104.000000
3612.000000	781.000000	150.000000	104.000000
3612.000000	1722.000000	150.000000	104.000000
3624.000000	783.000000	150.000000	104.000000
3614.000000	1720.000000	150.000000	104.000000
3614.000000	788.000000	150.000000	104.000000
3616.000000	1715.000000	150.000000	104.000000
3625.000000	795.000000	150.000000	104.000000
3624.000000	1708.000000	150.000000	104.000000
3614.000000	801.000000	150.000000	104.000000
3612.000000	1701.000000	150.000000	104.000000
3618.000000	758.000000	150.000000	104.000000
3620.000000	1744.000000	150.000000	104.000000
3620.000000	768.000000	150.000000	104.000000
3617.000000	1734.000000	150.000000	104.000000
3621.000000	776.000000	150.000000	104.000000
3625.000000	1727.000000	150.000000	104.000000
3623.000000	780.000000	150.000000	104.000000
3618.000000	1722.000000	150.000000	104.000000
3618.000000	789.000000	150.000000	104.000000
3625.000000	1715.000000	150.000000	104.000000
3619.000000	790.000000	150.000000	104.000000
3617.000000	1712.000000	150.000000	104.000000
3619.000000	803.000000	150.000000	104.000000
3618.000000	1698.000000	150.000000	104.000000
3618.000000	760.000000	150.000000	104.000000
3617.000000	1742.000000	150.000000	104.000000
3626.000000	769.000000	150.000000	104.000000
3626.000000	1731.000000	150.000000	104.000000
3619.000000	777.000000	150.000000	104.000000
3615.000000	1726.000000	150.000000	104.000000
3617.000000	791.000000	150.000000	104.000000
3622.000000	1712.000000	150.000000	104.000000
3613.000000	797.000000	150.000000	104.000000
3611.000000	1707.000000	150.000000	104.000000
3618.000000	756.000000	150.000000	104.000000
3628.000000	1746.000000	150.000000	104.000000
3624.000000	764.000000	150.000000	104.000000
3613.000000	1741.000000	150.000000	104.000000
3613.000000	768.000000	150.000000	104.000000
3627.000000	1734.000000	150.000000	104.000000
3617.000000	773.000000	150.000000	104.000000
3614.000000	1251.000000	150.000000	104.000000
3625.000000	758.000000	150.000000	104.000000
3626.000000	1730.000000	150.000000	104.000000
3622.000000	781.000000	150.000000	104.000000
3616.000000	1719.000000	150.000000	104.000000
3615.000000	790.000000	150.000000	104.000000
3621.000000	1254.000000	150.000000	104.000000
3621.000000	801.000000	150.000000	104.000000
3612.000000	1672.000000	150.000000	104.000000
3612.000000	795.000000	150.000000	104.000000
3629.000000	1708.000000	150.000000	104.000000
3621.000000	800.000000	150.000000	104.000000
3614.000000	1251.000000	150.000000	104.000000
3616.000000	759.000000	150.000000	104.000000
3626.000000	1700.000000	150.000000	104.000000
3625.000000	758.000000	150.000000	104.000000
3620.000000	1743.000000	150.000000	104.000000
3615.000000	769.000000	150.000000	104.000000
3633.000000	1252.000000	150.000000	104.000000
3633.000000	755.000000	150.000000	104.000000
3628.000000	1730.000000	150.000000	104.000000
3619.000000	780.000000	150.000000	104.000000
3630.000000	1725.000000	150.000000	104.000000
3630.000000	787.000000	150.000000	104.000000
3619.000000	1715.000000	150.000000	104.000000
3614.000000	790.000000	150.000000	104.000000
3617.000000	1715.000000	150.000000	104.000000
3629.000000	798.000000	150.000000	104.000000
3618.000000	1701.000000	150.000000	104.000000
3618.000000	759.000000	150.000000	104.000000
3625.000000	1746.000000	150.000000	104.000000
3630.000000	767.000000	150.000000	104.000000
3628.000000	1736.000000	150.000000	104.000000
3614.000000	775.000000	150.000000	104.000000
3628.000000	1729.000000	150.000000	104.000000
3628.000000	784.000000	150.000000	104.000000
3622.000000	1719.000000	150.000000	104.000000
3617.000000	787.000000	150.000000	104.000000
3619.000000	1715.000000	150.000000	104.000000
3625.000000	791.000000	150.000000	104.000000
3632.000000	1712.000000	150.000000	104.000000
3623.000000	797.000000	150.000000	104.000000
3617.000000	1709.000000	150.000000	104.000000
3617.000000	798.000000	150.000000	104.000000
3627.000000	1700.000000	150.000000	104.000000
3619.000000	763.000000	150.000000	104.000000
3615.000000	1743.000000	150.000000	104.000000
3619.000000	768.000000	150.000000	104.000000
3623.000000	1731.000000	150.000000	104.000000
3623.000000	779.000000	150.000000	104.000000
3616.000000	1725.000000	150.000000	104.000000
3620.000000	786.000000	150.000000	104.000000
3628.000000	1716.000000	150.000000	104.000000
3625.000000	792.000000	150.000000	104.000000
3620.000000	1711.000000	150.000000	104.000000
3620.000000	799.000000	150.000000	104.000000
3633.000000	1707.000000	150.000000	104.000000
3625.000000	756.000000	150.000000	104.000000
3618.000000	1742.000000	150.000000	104.000000
3615.000000	766.000000	150.000000	104.000000
3615.000000	1736.000000	150.000000	104.000000
3623.000000	773.000000	150.000000	104.000000
3618.000000	1732.000000	150.000000	104.000000
3618.000000	776.000000	150.000000	104.000000
3622.000000	1723.000000	150.000000	104.000000
3629.000000	790.000000	150.000000	104.000000
3622.000000	1252.000000	150.000000	104.000000
3620.000000	754.000000	150.000000	104.000000
3616.000000	1717.000000	150.000000	104.000000
3628.000000	798.000000	150.000000	104.000000
3626.000000	1703.000000	150.000000	104.000000
