File created:	Monday, July 21, 2025	3:34 PM
2821.000000	786.000000	0.000000	104.000000
2811.000000	1717.000000	0.000000	104.000000
2836.000000	794.000000	0.000000	104.000000
2833.000000	1707.000000	0.000000	104.000000
2880.000000	799.000000	0.000000	104.000000
2949.000000	1705.000000	0.000000	104.000000
2949.000000	760.000000	0.000000	104.000000
3011.000000	1745.000000	0.000000	104.000000
3071.000000	765.000000	0.000000	104.000000
3372.000000	1737.000000	0.000000	104.000000
3717.000000	771.000000	0.000000	104.000000
762.000000	1735.000000	0.000000	104.000000
762.000000	770.000000	0.000000	104.000000
224.000000	1732.000000	0.000000	104.000000
-47.000000	781.000000	0.000000	104.000000
220.000000	1724.000000	0.000000	104.000000
-324.000000	790.000000	0.000000	104.000000
1383.000000	1712.000000	0.000000	104.000000
1383.000000	797.000000	0.000000	104.000000
-310.000000	1706.000000	0.000000	104.000000
1839.000000	752.000000	0.000000	104.000000
954.000000	1751.000000	0.000000	104.000000
-3755.000000	758.000000	0.000000	104.000000
102.000000	1251.000000	0.000000	104.000000
-37.000000	756.000000	0.000000	104.000000
-17.000000	1741.000000	0.000000	104.000000
-5.000000	772.000000	0.000000	104.000000
-104.000000	1735.000000	0.000000	104.000000
-104.000000	776.000000	0.000000	104.000000
21.000000	1725.000000	0.000000	104.000000
15.000000	784.000000	0.000000	104.000000
5.000000	1721.000000	0.000000	104.000000
-8.000000	795.000000	0.000000	104.000000
1.000000	1706.000000	0.000000	104.000000
13.000000	759.000000	0.000000	104.000000
8.000000	1742.000000	0.000000	104.000000
8.000000	767.000000	0.000000	104.000000
3.000000	1737.000000	0.000000	104.000000
2.000000	769.000000	0.000000	104.000000
7.000000	1734.000000	0.000000	104.000000
-3.000000	780.000000	0.000000	104.000000
-7.000000	1726.000000	0.000000	104.000000
-7.000000	783.000000	0.000000	104.000000
8.000000	1717.000000	0.000000	104.000000
1.000000	794.000000	0.000000	104.000000
13.000000	1710.000000	0.000000	104.000000
7.000000	802.000000	0.000000	104.000000
5.000000	1702.000000	0.000000	104.000000
5.000000	761.000000	0.000000	104.000000
9.000000	1742.000000	0.000000	104.000000
8.000000	772.000000	0.000000	104.000000
-1.000000	1731.000000	0.000000	104.000000
8.000000	778.000000	0.000000	104.000000
6.000000	1725.000000	0.000000	104.000000
6.000000	781.000000	0.000000	104.000000
4.000000	1723.000000	0.000000	104.000000
4.000000	792.000000	0.000000	104.000000
8.000000	1713.000000	0.000000	104.000000
9.000000	798.000000	0.000000	104.000000
3.000000	1708.000000	0.000000	104.000000
0.000000	755.000000	0.000000	104.000000
11.000000	1745.000000	0.000000	104.000000
11.000000	768.000000	0.000000	104.000000
12.000000	1734.000000	0.000000	104.000000
10.000000	778.000000	0.000000	104.000000
3.000000	1727.000000	0.000000	104.000000
6.000000	785.000000	0.000000	104.000000
5.000000	1718.000000	0.000000	104.000000
5.000000	791.000000	0.000000	104.000000
12.000000	1711.000000	0.000000	104.000000
2.000000	803.000000	0.000000	104.000000
4.000000	1701.000000	0.000000	104.000000
7.000000	764.000000	0.000000	104.000000
3.000000	1737.000000	0.000000	104.000000
3.000000	775.000000	0.000000	104.000000
4.000000	1728.000000	0.000000	104.000000
8.000000	785.000000	0.000000	104.000000
12.000000	1718.000000	0.000000	104.000000
1.000000	796.000000	0.000000	104.000000
18.000000	1711.000000	0.000000	104.000000
-4.000000	756.000000	0.000000	104.000000
11.000000	1748.000000	0.000000	104.000000
11.000000	765.000000	0.000000	104.000000
10.000000	1735.000000	0.000000	104.000000
11.000000	778.000000	0.000000	104.000000
8.000000	1722.000000	0.000000	104.000000
7.000000	791.000000	0.000000	104.000000
5.000000	1714.000000	0.000000	104.000000
5.000000	796.000000	0.000000	104.000000
6.000000	1711.000000	0.000000	104.000000
8.000000	801.000000	0.000000	104.000000
6.000000	1698.000000	0.000000	104.000000
0.000000	763.000000	0.000000	104.000000
-1.000000	1744.000000	0.000000	104.000000
-1.000000	768.000000	0.000000	104.000000
4.000000	1798.000000	0.000000	104.000000
4398.000000	762.000000	150.000000	104.000000
8000.000000	1674.000000	150.000000	104.000000
8000.000000	790.000000	150.000000	104.000000
7996.000000	1716.000000	150.000000	104.000000
7905.000000	794.000000	150.000000	104.000000
3548.000000	1710.000000	150.000000	104.000000
3548.000000	754.000000	150.000000	104.000000
3509.000000	1752.000000	150.000000	104.000000
3542.000000	760.000000	150.000000	104.000000
3456.000000	1741.000000	150.000000	104.000000
3457.000000	768.000000	150.000000	104.000000
3419.000000	1734.000000	150.000000	104.000000
3419.000000	772.000000	150.000000	104.000000
3424.000000	1730.000000	150.000000	104.000000
3456.000000	778.000000	150.000000	104.000000
3402.000000	1722.000000	150.000000	104.000000
3413.000000	786.000000	150.000000	104.000000
3442.000000	1718.000000	150.000000	104.000000
3442.000000	790.000000	150.000000	104.000000
3251.000000	1714.000000	150.000000	104.000000
3252.000000	797.000000	150.000000	104.000000
3274.000000	1709.000000	150.000000	104.000000
3286.000000	757.000000	150.000000	104.000000
3283.000000	1748.000000	150.000000	104.000000
3283.000000	760.000000	150.000000	104.000000
3305.000000	1741.000000	150.000000	104.000000
3305.000000	770.000000	150.000000	104.000000
3292.000000	1734.000000	150.000000	104.000000
3302.000000	779.000000	150.000000	104.000000
3298.000000	1721.000000	150.000000	104.000000
3309.000000	792.000000	150.000000	104.000000
3308.000000	1714.000000	150.000000	104.000000
3308.000000	802.000000	150.000000	104.000000
3306.000000	1702.000000	150.000000	104.000000
3315.000000	760.000000	150.000000	104.000000
3317.000000	1743.000000	150.000000	104.000000
3308.000000	767.000000	150.000000	104.000000
3294.000000	1738.000000	150.000000	104.000000
3294.000000	773.000000	150.000000	104.000000
3310.000000	1731.000000	150.000000	104.000000
3298.000000	783.000000	150.000000	104.000000
3289.000000	1720.000000	150.000000	104.000000
3281.000000	793.000000	150.000000	104.000000
3282.000000	1710.000000	150.000000	104.000000
3291.000000	801.000000	150.000000	104.000000
3278.000000	1699.000000	150.000000	104.000000
3274.000000	764.000000	150.000000	104.000000
3281.000000	1738.000000	150.000000	104.000000
3293.000000	774.000000	150.000000	104.000000
3286.000000	1733.000000	150.000000	104.000000
3281.000000	780.000000	150.000000	104.000000
3280.000000	1721.000000	150.000000	104.000000
3280.000000	792.000000	150.000000	104.000000
3289.000000	1716.000000	150.000000	104.000000
3287.000000	794.000000	150.000000	104.000000
3285.000000	1710.000000	150.000000	104.000000
3285.000000	800.000000	150.000000	104.000000
3294.000000	1704.000000	150.000000	104.000000
3294.000000	757.000000	150.000000	104.000000
3280.000000	1747.000000	150.000000	104.000000
3287.000000	761.000000	150.000000	104.000000
3300.000000	1743.000000	150.000000	104.000000
3297.000000	767.000000	150.000000	104.000000
3293.000000	1734.000000	150.000000	104.000000
3286.000000	779.000000	150.000000	104.000000
3300.000000	1725.000000	150.000000	104.000000
3300.000000	783.000000	150.000000	104.000000
3284.000000	1725.000000	150.000000	104.000000
3285.000000	785.000000	150.000000	104.000000
3299.000000	1717.000000	150.000000	104.000000
3298.000000	799.000000	150.000000	104.000000
3289.000000	1705.000000	150.000000	104.000000
3289.000000	759.000000	150.000000	104.000000
3303.000000	1746.000000	150.000000	104.000000
3298.000000	769.000000	150.000000	104.000000
3293.000000	1734.000000	150.000000	104.000000
3296.000000	776.000000	150.000000	104.000000
3297.000000	1725.000000	150.000000	104.000000
3297.000000	789.000000	150.000000	104.000000
3291.000000	1714.000000	150.000000	104.000000
3300.000000	796.000000	150.000000	104.000000
3300.000000	1711.000000	150.000000	104.000000
3290.000000	757.000000	150.000000	104.000000
3291.000000	1746.000000	150.000000	104.000000
3297.000000	763.000000	150.000000	104.000000
3297.000000	1741.000000	150.000000	104.000000
3297.000000	769.000000	150.000000	104.000000
3294.000000	1733.000000	150.000000	104.000000
3299.000000	778.000000	150.000000	104.000000
3304.000000	1729.000000	150.000000	104.000000
3295.000000	784.000000	150.000000	104.000000
3295.000000	1719.000000	150.000000	104.000000
3295.000000	793.000000	150.000000	104.000000
3293.000000	1710.000000	150.000000	104.000000
3292.000000	802.000000	150.000000	104.000000
3291.000000	1699.000000	150.000000	104.000000
3295.000000	765.000000	150.000000	104.000000
3295.000000	1738.000000	150.000000	104.000000
3295.000000	773.000000	150.000000	104.000000
3290.000000	1731.000000	150.000000	104.000000
3297.000000	780.000000	150.000000	104.000000
3300.000000	1724.000000	150.000000	104.000000
3293.000000	783.000000	150.000000	104.000000
3290.000000	1722.000000	150.000000	104.000000
3288.000000	790.000000	150.000000	104.000000
3296.000000	1712.000000	150.000000	104.000000
3286.000000	798.000000	150.000000	104.000000
3288.000000	1703.000000	150.000000	104.000000
3294.000000	756.000000	150.000000	104.000000
3298.000000	1747.000000	150.000000	104.000000
3294.000000	766.000000	150.000000	104.000000
3298.000000	1737.000000	150.000000	104.000000
3298.000000	770.000000	150.000000	104.000000
3290.000000	1734.000000	150.000000	104.000000
3290.000000	776.000000	150.000000	104.000000
3288.000000	1734.000000	150.000000	104.000000
3299.000000	775.000000	150.000000	104.000000
3289.000000	1725.000000	150.000000	104.000000
3289.000000	786.000000	150.000000	104.000000
3297.000000	1718.000000	150.000000	104.000000
3298.000000	787.000000	150.000000	104.000000
3292.000000	1720.000000	150.000000	104.000000
3287.000000	790.000000	150.000000	104.000000
3290.000000	1713.000000	150.000000	104.000000
3300.000000	798.000000	150.000000	104.000000
3292.000000	1703.000000	150.000000	104.000000
3290.000000	757.000000	150.000000	104.000000
3302.000000	1747.000000	150.000000	104.000000
3297.000000	763.000000	150.000000	104.000000
3288.000000	1741.000000	150.000000	104.000000
3288.000000	768.000000	150.000000	104.000000
3293.000000	1736.000000	150.000000	104.000000
3293.000000	769.000000	150.000000	104.000000
3290.000000	1733.000000	150.000000	104.000000
3294.000000	776.000000	150.000000	104.000000
3304.000000	1727.000000	150.000000	104.000000
3300.000000	789.000000	150.000000	104.000000
3301.000000	1716.000000	150.000000	104.000000
3301.000000	794.000000	150.000000	104.000000
3321.000000	1709.000000	150.000000	104.000000
3315.000000	802.000000	150.000000	104.000000
3314.000000	1703.000000	150.000000	104.000000
3318.000000	761.000000	150.000000	104.000000
3325.000000	1745.000000	150.000000	104.000000
3325.000000	764.000000	150.000000	104.000000
3299.000000	1742.000000	150.000000	104.000000
3297.000000	769.000000	150.000000	104.000000
3297.000000	1733.000000	150.000000	104.000000
3283.000000	778.000000	150.000000	104.000000
3273.000000	1727.000000	150.000000	104.000000
3267.000000	784.000000	150.000000	104.000000
3265.000000	1717.000000	150.000000	104.000000
3265.000000	793.000000	150.000000	104.000000
3255.000000	1711.000000	150.000000	104.000000
3266.000000	800.000000	150.000000	104.000000
3258.000000	1702.000000	150.000000	104.000000
3252.000000	757.000000	150.000000	104.000000
3262.000000	1748.000000	150.000000	104.000000
3262.000000	770.000000	150.000000	104.000000
3248.000000	1731.000000	150.000000	104.000000
3245.000000	774.000000	150.000000	104.000000
3252.000000	1728.000000	150.000000	104.000000
3261.000000	789.000000	150.000000	104.000000
3246.000000	1718.000000	150.000000	104.000000
3246.000000	796.000000	150.000000	104.000000
3266.000000	1706.000000	150.000000	104.000000
3259.000000	800.000000	150.000000	104.000000
3258.000000	1704.000000	150.000000	104.000000
3255.000000	753.000000	150.000000	104.000000
3262.000000	1750.000000	150.000000	104.000000
3260.000000	757.000000	150.000000	104.000000
3252.000000	1748.000000	150.000000	104.000000
3252.000000	759.000000	150.000000	104.000000
3254.000000	1745.000000	150.000000	104.000000
3250.000000	769.000000	150.000000	104.000000
3244.000000	1731.000000	150.000000	104.000000
3253.000000	782.000000	150.000000	104.000000
3255.000000	1724.000000	150.000000	104.000000
3255.000000	786.000000	150.000000	104.000000
3249.000000	1720.000000	150.000000	104.000000
3260.000000	788.000000	150.000000	104.000000
3250.000000	1716.000000	150.000000	104.000000
3245.000000	799.000000	150.000000	104.000000
3261.000000	1703.000000	150.000000	104.000000
3261.000000	765.000000	150.000000	104.000000
3248.000000	1738.000000	150.000000	104.000000
3249.000000	773.000000	150.000000	104.000000
3260.000000	1731.000000	150.000000	104.000000
3262.000000	780.000000	150.000000	104.000000
3252.000000	1722.000000	150.000000	104.000000
3250.000000	785.000000	150.000000	104.000000
3259.000000	1720.000000	150.000000	104.000000
3259.000000	787.000000	150.000000	104.000000
3250.000000	1716.000000	150.000000	104.000000
3253.000000	794.000000	150.000000	104.000000
3262.000000	1708.000000	150.000000	104.000000
3257.000000	799.000000	150.000000	104.000000
3252.000000	1705.000000	150.000000	104.000000
3252.000000	803.000000	150.000000	104.000000
3260.000000	1697.000000	150.000000	104.000000
3254.000000	764.000000	150.000000	104.000000
3249.000000	1739.000000	150.000000	104.000000
3254.000000	770.000000	150.000000	104.000000
3257.000000	1734.000000	150.000000	104.000000
3257.000000	776.000000	150.000000	104.000000
3251.000000	1727.000000	150.000000	104.000000
3264.000000	783.000000	150.000000	104.000000
3265.000000	1720.000000	150.000000	104.000000
3256.000000	793.000000	150.000000	104.000000
3250.000000	1709.000000	150.000000	104.000000
3255.000000	756.000000	150.000000	104.000000
3262.000000	1742.000000	150.000000	104.000000
3262.000000	770.000000	150.000000	104.000000
3257.000000	1734.000000	150.000000	104.000000
3263.000000	773.000000	150.000000	104.000000
3265.000000	1730.000000	150.000000	104.000000
3258.000000	783.000000	150.000000	104.000000
3263.000000	1720.000000	150.000000	104.000000
3263.000000	794.000000	150.000000	104.000000
3261.000000	1711.000000	150.000000	104.000000
3259.000000	756.000000	150.000000	104.000000
3260.000000	1745.000000	150.000000	104.000000
3269.000000	765.000000	150.000000	104.000000
3254.000000	1738.000000	150.000000	104.000000
3254.000000	773.000000	150.000000	104.000000
3268.000000	1732.000000	150.000000	104.000000
3263.000000	781.000000	150.000000	104.000000
3257.000000	1723.000000	150.000000	104.000000
3254.000000	786.000000	150.000000	104.000000
3262.000000	1723.000000	150.000000	104.000000
3268.000000	787.000000	150.000000	104.000000
3257.000000	1715.000000	150.000000	104.000000
3257.000000	794.000000	150.000000	104.000000
3266.000000	1705.000000	150.000000	104.000000
3260.000000	755.000000	150.000000	104.000000
3259.000000	1750.000000	150.000000	104.000000
3257.000000	761.000000	150.000000	104.000000
3263.000000	1740.000000	150.000000	104.000000
3263.000000	770.000000	150.000000	104.000000
3256.000000	1733.000000	150.000000	104.000000
3260.000000	779.000000	150.000000	104.000000
3269.000000	1727.000000	150.000000	104.000000
3264.000000	782.000000	150.000000	104.000000
3259.000000	1721.000000	150.000000	104.000000
3259.000000	797.000000	150.000000	104.000000
3268.000000	1708.000000	150.000000	104.000000
3263.000000	800.000000	150.000000	104.000000
3260.000000	1702.000000	150.000000	104.000000
3267.000000	759.000000	150.000000	104.000000
3274.000000	1749.000000	150.000000	104.000000
3268.000000	762.000000	150.000000	104.000000
3263.000000	1737.000000	150.000000	104.000000
3263.000000	777.000000	150.000000	104.000000
3272.000000	1254.000000	150.000000	104.000000
3269.000000	760.000000	150.000000	104.000000
3264.000000	1719.000000	150.000000	104.000000
3266.000000	794.000000	150.000000	104.000000
3276.000000	1709.000000	150.000000	104.000000
3267.000000	754.000000	150.000000	104.000000
3264.000000	1751.000000	150.000000	104.000000
3261.000000	766.000000	150.000000	104.000000
3268.000000	1736.000000	150.000000	104.000000
3268.000000	778.000000	150.000000	104.000000
3267.000000	1729.000000	150.000000	104.000000
3272.000000	787.000000	150.000000	104.000000
3278.000000	1714.000000	150.000000	104.000000
3270.000000	796.000000	150.000000	104.000000
3264.000000	1708.000000	150.000000	104.000000
3264.000000	801.000000	150.000000	104.000000
3275.000000	1704.000000	150.000000	104.000000
3268.000000	761.000000	150.000000	104.000000
3265.000000	1744.000000	150.000000	104.000000
3269.000000	765.000000	150.000000	104.000000
3269.000000	1737.000000	150.000000	104.000000
3269.000000	777.000000	150.000000	104.000000
3264.000000	1728.000000	150.000000	104.000000
3272.000000	785.000000	150.000000	104.000000
3276.000000	1717.000000	150.000000	104.000000
3272.000000	796.000000	150.000000	104.000000
3266.000000	1708.000000	150.000000	104.000000
3266.000000	803.000000	150.000000	104.000000
3271.000000	1701.000000	150.000000	104.000000
3268.000000	761.000000	150.000000	104.000000
3265.000000	1746.000000	150.000000	104.000000
3273.000000	764.000000	150.000000	104.000000
3280.000000	1739.000000	150.000000	104.000000
3274.000000	769.000000	150.000000	104.000000
3276.000000	1733.000000	150.000000	104.000000
3276.000000	781.000000	150.000000	104.000000
3275.000000	1723.000000	150.000000	104.000000
3268.000000	784.000000	150.000000	104.000000
3268.000000	1718.000000	150.000000	104.000000
3272.000000	793.000000	150.000000	104.000000
3263.000000	1252.000000	150.000000	104.000000
3263.000000	755.000000	150.000000	104.000000
3267.000000	1716.000000	150.000000	104.000000
3264.000000	789.000000	150.000000	104.000000
3269.000000	1714.000000	150.000000	104.000000
3269.000000	799.000000	150.000000	104.000000
3267.000000	1705.000000	150.000000	104.000000
3265.000000	753.000000	150.000000	104.000000
3277.000000	1747.000000	150.000000	104.000000
3271.000000	770.000000	150.000000	104.000000
3268.000000	1734.000000	150.000000	104.000000
3268.000000	774.000000	150.000000	104.000000
3272.000000	1729.000000	150.000000	104.000000
3269.000000	781.000000	150.000000	104.000000
3267.000000	1723.000000	150.000000	104.000000
3272.000000	785.000000	150.000000	104.000000
3266.000000	1720.000000	150.000000	104.000000
3266.000000	788.000000	150.000000	104.000000
3277.000000	1717.000000	150.000000	104.000000
3279.000000	796.000000	150.000000	104.000000
3272.000000	1708.000000	150.000000	104.000000
3268.000000	801.000000	150.000000	104.000000
3273.000000	1701.000000	150.000000	104.000000
3282.000000	760.000000	150.000000	104.000000
3267.000000	1746.000000	150.000000	104.000000
3267.000000	765.000000	150.000000	104.000000
3280.000000	1737.000000	150.000000	104.000000
3273.000000	776.000000	150.000000	104.000000
3266.000000	1727.000000	150.000000	104.000000
3267.000000	780.000000	150.000000	104.000000
3273.000000	1726.000000	150.000000	104.000000
3273.000000	781.000000	150.000000	104.000000
3271.000000	1727.000000	150.000000	104.000000
3280.000000	782.000000	150.000000	104.000000
3278.000000	1717.000000	150.000000	104.000000
3275.000000	795.000000	150.000000	104.000000
3284.000000	1709.000000	150.000000	104.000000
3284.000000	802.000000	150.000000	104.000000
3272.000000	1702.000000	150.000000	104.000000
3272.000000	759.000000	150.000000	104.000000
3279.000000	1740.000000	150.000000	104.000000
3282.000000	768.000000	150.000000	104.000000
3274.000000	1739.000000	150.000000	104.000000
3271.000000	771.000000	150.000000	104.000000
3279.000000	1728.000000	150.000000	104.000000
3279.000000	780.000000	150.000000	104.000000
3271.000000	1724.000000	150.000000	104.000000
3275.000000	784.000000	150.000000	104.000000
3282.000000	1720.000000	150.000000	104.000000
3275.000000	792.000000	150.000000	104.000000
3278.000000	1713.000000	150.000000	104.000000
3278.000000	800.000000	150.000000	104.000000
3277.000000	1702.000000	150.000000	104.000000
3271.000000	761.000000	150.000000	104.000000
3275.000000	1744.000000	150.000000	104.000000
3283.000000	763.000000	150.000000	104.000000
3273.000000	1742.000000	150.000000	104.000000
3273.000000	775.000000	150.000000	104.000000
3284.000000	1730.000000	150.000000	104.000000
3277.000000	782.000000	150.000000	104.000000
3275.000000	1721.000000	150.000000	104.000000
3270.000000	792.000000	150.000000	104.000000
3275.000000	1712.000000	150.000000	104.000000
3284.000000	803.000000	150.000000	104.000000
3270.000000	1705.000000	150.000000	104.000000
3270.000000	755.000000	150.000000	104.000000
3281.000000	1748.000000	150.000000	104.000000
3281.000000	760.000000	150.000000	104.000000
3274.000000	1742.000000	150.000000	104.000000
3273.000000	768.000000	150.000000	104.000000
3278.000000	1734.000000	150.000000	104.000000
3278.000000	772.000000	150.000000	104.000000
3276.000000	1732.000000	150.000000	104.000000
3273.000000	780.000000	150.000000	104.000000
3286.000000	1722.000000	150.000000	104.000000
3280.000000	793.000000	150.000000	104.000000
3270.000000	1710.000000	150.000000	104.000000
3270.000000	802.000000	150.000000	104.000000
3282.000000	1700.000000	150.000000	104.000000
3277.000000	757.000000	150.000000	104.000000
3274.000000	1748.000000	150.000000	104.000000
3276.000000	765.000000	150.000000	104.000000
3285.000000	1740.000000	150.000000	104.000000
3279.000000	773.000000	150.000000	104.000000
3270.000000	1729.000000	150.000000	104.000000
3270.000000	781.000000	150.000000	104.000000
3282.000000	1724.000000	150.000000	104.000000
3278.000000	782.000000	150.000000	104.000000
3271.000000	1254.000000	150.000000	104.000000
3278.000000	755.000000	150.000000	104.000000
3283.000000	1720.000000	150.000000	104.000000
3276.000000	787.000000	150.000000	104.000000
3281.000000	1715.000000	150.000000	104.000000
3281.000000	798.000000	150.000000	104.000000
3274.000000	1706.000000	150.000000	104.000000
3274.000000	759.000000	150.000000	104.000000
3276.000000	1742.000000	150.000000	104.000000
3287.000000	770.000000	150.000000	104.000000
3282.000000	1735.000000	150.000000	104.000000
3274.000000	777.000000	150.000000	104.000000
3285.000000	1728.000000	150.000000	104.000000
3285.000000	782.000000	150.000000	104.000000
3272.000000	1719.000000	150.000000	104.000000
3274.000000	789.000000	150.000000	104.000000
3284.000000	1716.000000	150.000000	104.000000
3288.000000	794.000000	150.000000	104.000000
3277.000000	1707.000000	150.000000	104.000000
3277.000000	758.000000	150.000000	104.000000
3286.000000	1744.000000	150.000000	104.000000
3278.000000	764.000000	150.000000	104.000000
3273.000000	1740.000000	150.000000	104.000000
3280.000000	770.000000	150.000000	104.000000
3273.000000	1737.000000	150.000000	104.000000
3273.000000	770.000000	150.000000	104.000000
